Name,Core Voltage,ALMs,Total I/Os,GPIOs,GXB Channel PMA,GXB Channel PCS,PCIe Hard IP Blocks,Memory Bits,DSP Blocks,Fractional PLLs,DLLs,Global Clocks,
5SGXEA7N2F45C1,0.9V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N1F45C2,0.9V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N1F45C2L,0.85V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N1F45I2,0.9V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N2F45C2,0.9V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N2F45C2L,0.85V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N2F45I2,0.9V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N2F45I2L,0.85V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N3F45C2,0.9V,234720,1064,840,48,48,4,52428800,256,28,4,16,DE5NET
5SGXEA7N3F45C2L,0.85V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N2F45C3,0.85V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N2F45I3,0.85V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N2F45I3L,0.85V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N3F45C3,0.85V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N3F45I3,0.85V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N3F45I3YY,0.9V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N3F45I3L,0.85V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N3F45C4,0.85V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEA7N3F45I4,0.85V,234720,1064,840,48,48,4,52428800,256,28,4,16,
5SGXEABK1H40C2,0.9V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK1H40C2L,0.85V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK1H40I2,0.9V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK2H40C2,0.9V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK2H40C2L,0.85V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK2H40I2,0.9V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK2H40I2L,0.85V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK3H40C2,0.9V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK3H40C2L,0.85V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK2H40C3,0.85V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK2H40I3,0.85V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK2H40I3L,0.85V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK3H40C3,0.85V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK3H40I3,0.85V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK3H40I3YY,0.9V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK3H40I3L,0.85V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK3H40C4,0.85V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABK3H40I4,0.85V,359200,864,696,36,36,2,54067200,352,28,4,16,
5SGXEABN1F45C2,0.9V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN1F45C2L,0.85V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN1F45I2,0.9V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN2F45C2,0.9V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN2F45C2L,0.85V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN2F45I2,0.9V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN2F45I2L,0.85V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN3F45C2,0.9V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN3F45C2L,0.85V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN2F45C3,0.85V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN2F45I3,0.85V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN2F45I3L,0.85V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN3F45C3,0.85V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN3F45I3,0.85V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN3F45I3YY,0.9V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN3F45I3L,0.85V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN3F45C4,0.85V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEABN3F45I4,0.85V,359200,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9K1H40C2,0.9V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K1H40C2L,0.85V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K1H40I2,0.9V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K2H40C2,0.9V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K2H40C2L,0.85V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K2H40I2,0.9V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K2H40I2L,0.85V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K3H40C2,0.9V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K3H40C2L,0.85V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K2H40C3,0.85V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K2H40I3,0.85V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K2H40I3L,0.85V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K3H40C3,0.85V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K3H40I3,0.85V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K3H40I3L,0.85V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K3H40C4,0.85V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9K3H40I4,0.85V,317000,864,696,36,36,2,54067200,352,28,4,16,
5SGXEA9N1F45C2,0.9V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N1F45C2L,0.85V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N1F45I2,0.9V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N2F45C2,0.9V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N2F45C2L,0.85V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N2F45I2,0.9V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N2F45I2L,0.85V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N3F45C2,0.9V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N3F45C2L,0.85V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N2F45C3,0.85V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N2F45I3,0.85V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N2F45I3L,0.85V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N3F45C3,0.85V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N3F45I3,0.85V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N3F45I3L,0.85V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N3F45C4,0.85V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEA9N3F45I4,0.85V,317000,1064,840,48,48,4,54067200,352,28,4,16,
5SGXEBBR1H43C2,0.9V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR1H43C2L,0.85V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR1H43I2,0.9V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR2H43C2,0.9V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR2H43C2L,0.85V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR2H43I2,0.9V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR2H43I2L,0.85V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR3H43C2,0.9V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR3H43C2L,0.85V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR2H43C3,0.85V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR2H43I3,0.85V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR2H43I3L,0.85V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR3H43C3,0.85V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR3H43I3,0.85V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR3H43I3YY,0.9V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR3H43I3L,0.85V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR3H43C4,0.85V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEBBR3H43I4,0.85V,359200,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R1H43C2,0.9V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R1H43C2L,0.85V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R1H43I2,0.9V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R2H43C2,0.9V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R2H43C2L,0.85V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R2H43I2,0.9V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R2H43I2L,0.85V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R3H43C2,0.9V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R3H43C2L,0.85V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R2H43C3,0.85V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R2H43I3,0.85V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R2H43I3L,0.85V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R3H43C3,0.85V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R3H43I3,0.85V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R3H43I3L,0.85V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R3H43C4,0.85V,317000,908,600,66,66,4,54067200,352,32,4,16,
5SGXEB9R3H43I4,0.85V,317000,908,600,66,66,4,54067200,352,32,4,16,
